id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7316482063,birmingham,4000,2002,toyota,echo,excellent,4 cylinders,gas,155000,clean,automatic,JTDBT123520243495,fwd,compact,sedan,blue,al
7316478418,birmingham,3900,2009,hyundai,elantra,,4 cylinders,gas,162005,clean,automatic,KMHDU46D49U684737,rwd,,sedan,white,al
7316471857,birmingham,3000,2004,chevrolet,blazer,good,6 cylinders,gas,131500,clean,automatic,,4wd,mid-size,SUV,white,al
7316469500,birmingham,2800,2009,nissan,versa,,,gas,109000,rebuilt,automatic,,,,,,al
7316429417,birmingham,2500,1995,bmw,525i,fair,6 cylinders,gas,110661,clean,automatic,WBAHD6322SGK86772,rwd,mid-size,sedan,white,al
7316423933,birmingham,53000,2006,,Sterling Acterra,,,diesel,160322,clean,automatic,,,,,,al
7316422333,birmingham,33590,2014,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,57923,clean,other,3GTP1VEC4EG551563,,,pickup,white,al
7316419757,birmingham,12500,2008,gmc,yukon xl,excellent,8 cylinders,gas,177326,clean,automatic,,rwd,full-size,SUV,black,al
7316411064,birmingham,15990,2017,ford,c-max hybrid se wagon 4d,good,,hybrid,48195,clean,other,1FADP5AU1HL114567,fwd,,wagon,blue,al
7316397515,birmingham,2500,2008,honda,accord,good,6 cylinders,gas,204561,clean,automatic,,fwd,full-size,sedan,silver,al
7316396026,birmingham,20995,2011,chevrolet,silverado 1500 ltz crew cab 4wd,,,,137701,,automatic,3GCPKTE30BG264332,4wd,,pickup,,al
7316395026,birmingham,25995,2015,chevrolet,silverado 1500 lt crew cab 4wd,,,,151681,,automatic,3GCUKREC2FG257362,4wd,,pickup,,al
7316393935,birmingham,31995,2014,chevrolet,silverado 1500 2lt crew cab long box 4wd,,,,66738,,automatic,3GCUKREC8EG123888,4wd,,pickup,,al
7316384231,birmingham,5500,1978,ford,f-150,good,8 cylinders,gas,239000,clean,automatic,,,full-size,truck,green,al
7316383863,birmingham,29000,2005,ford,f750,,,diesel,77124,clean,automatic,,,,,,al
7316368518,birmingham,27990,2012,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,68696,clean,other,1GT220CG8CZ231238,4wd,,pickup,black,al
7316349679,birmingham,24990,2018,gmc,canyon extended cab pickup,good,,other,32329,clean,other,1GTH5BEA5J1215726,,,pickup,,al
7316337545,birmingham,10990,2011,mercedes-benz,ml350,excellent,6 cylinders,gas,119172,clean,automatic,,4wd,,SUV,,al
7316330293,birmingham,3300,1999,chrysler,300m,,6 cylinders,gas,162026,clean,automatic,2C3HE66G5XH565608,fwd,,sedan,,al
7316328729,birmingham,27000,1954,ford,f100,,,gas,6000,clean,manual,,,,,,al
7316307800,birmingham,27995,2017,ford,f-150,,,gas,101000,clean,automatic,,4wd,,,,al
7316282669,birmingham,8100,2011,ford,escape,excellent,6 cylinders,hybrid,140000,clean,automatic,,fwd,,SUV,white,al
7316262914,birmingham,20000,1979,chevrolet,malibu,like new,8 cylinders,gas,1234,clean,automatic,,rwd,,,black,al
7316244350,birmingham,3999,2003,infiniti,g35 sedan,,6 cylinders,gas,233830,clean,automatic,JNKCV51E23M327551,rwd,,sedan,,al
7316237340,birmingham,0,2019,chevrolet,silverado 1500,excellent,8 cylinders,gas,25127,clean,automatic,3GCUYGED2KG277424,4wd,,truck,red,al
7316229137,birmingham,23500,1970,chevrolet,monte carlo,excellent,,gas,18678,clean,automatic,,,,,,al
7316213984,birmingham,5300,2009,jeep,grand cherokee laredo,excellent,6 cylinders,gas,178000,clean,automatic,,4wd,,,,al
7316211151,birmingham,0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,,,,,al
7316206718,birmingham,45900,2017,,Maserati Levante,,6 cylinders,gas,36083,clean,automatic,ZN661XUA1HX210904,,,SUV,white,al
7316198338,birmingham,0,2017,chevrolet,silverado 2500hd 4x4,like new,8 cylinders,diesel,102000,clean,automatic,,4wd,full-size,truck,silver,al
7316187372,birmingham,5500,1974,mercedes-benz,1929 ssk replica,good,4 cylinders,gas,9999,clean,automatic,,rwd,mid-size,convertible,yellow,al
7316170760,birmingham,3500,1996,chevrolet,tahoe,excellent,8 cylinders,gas,237000,clean,automatic,,4wd,full-size,offroad,black,al
7316163074,birmingham,16902,2020,toyota,corolla,,,gas,11692,clean,automatic,5YFDPRAE6LP106166,fwd,,,black,al
7316163069,birmingham,12307,2018,kia,soul,,,gas,95056,clean,automatic,KNDJP3A58J7592011,fwd,,,red,al
7316163057,birmingham,37500,2018,ford,f-150,,,gas,30026,clean,automatic,1FTEW1EP0JFD83808,4wd,,,blue,al
7316163025,birmingham,21688,2020,nissan,kicks,,,gas,7575,clean,automatic,3N1CP5DV4LL500636,fwd,,,,al
7316160104,birmingham,29990,2016,chevrolet,colorado extended cab,good,6 cylinders,gas,17302,clean,other,1GCHTCE37G1186784,4wd,,pickup,red,al
7316160083,birmingham,35590,2010,chevrolet,corvette convertible,good,8 cylinders,gas,31879,clean,other,1G1YC3DW6A5101146,rwd,,other,red,al
7316159423,birmingham,18977,2017,kia,sorento,,,gas,70014,clean,automatic,5XYPH4A59HG319380,fwd,,,,al
7316159405,birmingham,6877,2007,nissan,pathfinder,,,gas,155471,clean,automatic,5N1AR18U67C618936,rwd,,,,al
7316156727,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7316142184,birmingham,12500,2015,volkswagen,passat tdi,excellent,,diesel,101000,clean,automatic,,,,,white,al
7316100915,birmingham,27998,2008,porsche,cayman,,6 cylinders,gas,69505,clean,automatic,WP0AA29878U760792,rwd,,coupe,black,al
7316080522,birmingham,0,2015,mercedes-benz,s-class,,8 cylinders,gas,78807,clean,automatic,,4wd,full-size,sedan,grey,al
7316065114,birmingham,6800,2004,mercedes-benz,clk320,good,6 cylinders,gas,116700,clean,automatic,,rwd,,convertible,silver,al
7316031977,birmingham,45000,2017,chevrolet,silverado,excellent,8 cylinders,gas,92000,clean,automatic,,4wd,full-size,truck,red,al
